review_id,text,star_rating,date,app_version,is_defect,category
R00650,Everything about the garage sensor integration feels polished. Highly recommend. Support was no help.,1,2026-07-30,3.4.1,0,praise
R00651,Please add a vacation mode that randomizes the bedroom speaker schedule. This started after the update.,3,2026-03-08,3.4.0,0,feature_request
R00652,Background battery drain is ridiculous. Turned off video doorbell notifications and it still drains. Reinstalling didn't help.,1,2026-06-28,3.2.0,1,battery_drain
R00653,Would love Apple Watch support to check the security camera quickly.,4,2026-07-20,3.4.1,0,feature_request
R00654,Password reset email never comes. Can't access my garage sensor at all now. Honestly pretty annoyed.,2,2026-03-17,3.2.0,1,login_auth
R00655,App disconnects from the smoke detector whenever my phone switches between Wi-Fi and data. Hope this gets fixed soon.,1,2026-09-17,3.4.0,1,connectivity
R00656,How do I share thermostat access with my partner? Can't find the option in 3.3.0. Considering switching apps.,1,2026-01-26,3.3.2,0,question
R00657,Slider for the smoke detector jumps around and won't land on the value I pick. Considering switching apps.,4,2026-05-04,3.2.0,1,ui_bug
R00658,"I love this app overall, but it crashes every time I open the smart plug controls. Honestly pretty annoyed.",2,2026-03-12,3.2.0,1,crash
R00659,"Really happy with the video doorbell itself, but the app UI shows the wrong status half the time. Anyone else seeing this?",3,2026-04-02,3.4.0,1,ui_bug
R00660,Crashes constantly since the 3.2.0 update. My smart lock is basically bricked in the app. Honestly pretty annoyed.,3,2026-08-11,3.3.0,1,crash
R00661,Where do I find the firmware version of my smart plug in the app?,3,2026-06-18,3.2.1,0,question
R00662,Please add multi-home support -- I have a living room bulb at two houses. Support was no help.,2,2026-04-01,3.4.1,0,feature_request
R00663,Phone battery dropped 15% during a 20-minute video doorbell live view. Fix the power usage. Anyone else seeing this?,1,2026-07-16,3.2.1,1,battery_drain
R00664,Crash after crash. The app dies the moment I tap my smart plug. Support was no help.,4,2026-09-05,3.4.1,1,crash
R00665,"Best smart home app I've used, if only the bedroom speaker page didn't lag so badly.",2,2026-01-24,3.4.0,1,performance
R00666,Face ID stopped working with the app on 3.4.0. Have to type the password each time. Honestly pretty annoyed.,1,2026-04-13,3.2.0,1,login_auth
R00667,Does anyone know if the app supports the older smoke detector model from 2021? Honestly pretty annoyed.,5,2026-08-30,3.4.1,0,question
R00668,The garage sensor schedules are flexible and the app never misses a beat.,5,2026-03-27,3.4.1,0,praise
R00669,Haven't seen a single crash since 3.2.0. The garage sensor controls are fast and reliable.,4,2026-01-31,3.4.0,0,praise
R00670,App can't find the smart lock half the time. Re-pairing works for a day then it drops again. This started after the update.,1,2026-06-20,3.3.2,1,connectivity
R00671,"Since 3.2.1, the app drains battery even in the background. video doorbell polling is out of control. Considering switching apps.",1,2026-08-04,3.2.1,1,battery_drain
R00672,App disconnects from the bedroom speaker whenever my phone switches between Wi-Fi and data. Honestly pretty annoyed.,1,2026-08-25,3.2.1,1,connectivity
R00673,"Really like the design, but logging in has been broken for me since 3.2.1. Otherwise I like the app.",2,2026-03-11,3.2.0,1,login_auth
R00674,"Clean design, fast, and the kitchen plug widgets are super handy. Hope this gets fixed soon.",4,2026-03-26,3.4.1,0,praise
R00675,Is there a way to get push notifications only for the smoke detector and not the other devices? Honestly pretty annoyed.,2,2026-09-04,3.3.2,0,question
R00676,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version. Honestly pretty annoyed.,1,2026-03-22,3.4.0,1,ui_bug
R00677,App froze once during smoke detector setup; restarting my phone fixed it. Smooth ever since. Support was no help.,5,2026-07-25,3.3.2,0,praise
R00678,It would be great if the app supported widgets for the smart lock on the lock screen. Reinstalling didn't help.,4,2026-01-11,3.4.1,0,feature_request
R00679,Question: can I rename the smart lock after setup? Don't see an edit option.,3,2026-01-13,3.3.2,0,question
R00680,Everything about the garage sensor integration feels polished. Highly recommend.,2,2026-07-31,3.2.1,0,praise
R00681,The kitchen plug schedules are flexible and the app never misses a beat.,3,2026-06-05,3.3.2,0,praise
R00682,Would love voice control shortcuts for the smart lock beyond the basics.,4,2026-06-25,3.4.1,0,feature_request
R00683,Love this app! My kitchen plug setup took five minutes and everything just works. Anyone else seeing this?,3,2026-01-25,3.3.0,0,praise
R00684,Icons for the smart lock are missing -- just empty boxes on 3.2.1. Otherwise I like the app.,2,2026-05-07,3.4.0,1,ui_bug
R00685,"'Account not found' error on login, but the website works fine with the same email. Honestly pretty annoyed.",3,2026-06-18,3.3.0,1,login_auth
R00686,Haven't seen a single crash since 3.4.0. The garage sensor controls are fast and reliable. Reinstalling didn't help.,4,2026-03-08,3.3.2,0,praise
R00687,Please add a vacation mode that randomizes the garage sensor schedule. Otherwise I like the app.,5,2026-02-07,3.2.1,0,feature_request
R00688,Five stars. The video doorbell routines run perfectly every morning.,5,2026-05-26,3.2.0,0,praise
R00689,The bedroom speaker schedules are flexible and the app never misses a beat. Reinstalling didn't help.,2,2026-03-13,3.3.2,0,praise
R00690,Toggle switches on the thermostat page don't reflect the real state. Confusing. Reinstalling didn't help.,1,2026-06-25,3.3.2,1,ui_bug
R00691,Switching rooms with the smoke detector takes ages -- the UI just hangs. This started after the update.,2,2026-08-27,3.3.0,1,performance
R00692,Background battery drain is ridiculous. Turned off kitchen plug notifications and it still drains.,1,2026-03-21,3.3.0,1,battery_drain
R00693,Buttons on the living room bulb schedule screen overlap so I can't tap save.,2,2026-03-24,3.2.1,1,ui_bug
R00694,"Great app when you're in, but I get logged out daily and can't reach my garage sensor. Otherwise I like the app.",2,2026-04-09,3.2.1,1,login_auth
R00695,"Great app when you're in, but I get logged out daily and can't reach my security camera. This started after the update.",5,2026-03-29,3.4.0,1,login_auth
R00696,App disconnects from the garage sensor whenever my phone switches between Wi-Fi and data.,3,2026-01-07,3.4.1,1,connectivity
R00697,Toggle switches on the living room bulb page don't reflect the real state. Confusing. Really disappointing.,2,2026-03-21,3.4.0,1,ui_bug
R00698,Does anyone know if the app supports the older garage sensor model from 2021?,4,2026-03-05,3.3.0,0,question
R00699,The app used 25% of my battery in 3 hours just syncing the thermostat. Really disappointing.,1,2026-04-14,3.4.0,1,battery_drain
R00700,Live view from the smoke detector lags 10 seconds behind real time. Useless for a doorbell. Really disappointing.,1,2026-02-18,3.4.0,1,performance
R00701,Icons for the kitchen plug are missing -- just empty boxes on 3.3.2.,4,2026-08-11,3.3.0,1,ui_bug
R00702,"Great app when you're in, but I get logged out daily and can't reach my garage sensor.",1,2026-04-25,3.4.1,1,login_auth
R00703,It'd be nice to get a weekly summary email of my living room bulb activity. Considering switching apps.,5,2026-08-10,3.4.1,0,feature_request
R00704,"No login issues, no connectivity drops -- the smoke detector has been rock solid.",4,2026-07-16,3.2.0,0,praise
R00705,Battery usage doubled after the update. The app keeps the smart plug connection awake nonstop. Honestly pretty annoyed.,2,2026-04-10,3.3.2,1,battery_drain
R00706,The app is painfully slow to arm/disarm the living room bulb. Takes three tries. Reinstalling didn't help.,3,2026-08-30,3.2.1,1,performance
R00707,"Really happy with the garage sensor itself, but the app UI shows the wrong status half the time. Really disappointing.",1,2026-06-01,3.3.2,1,ui_bug
R00708,The living room bulb temperature shows in Fahrenheit even though I set Celsius in settings.,1,2026-07-09,3.4.0,1,ui_bug
R00709,The widget alone drains my battery keeping the video doorbell status updated. Reinstalling didn't help.,2,2026-01-13,3.3.0,1,battery_drain
R00710,"Great app when you're in, but I get logged out daily and can't reach my security camera.",2,2026-02-01,3.3.0,1,login_auth
R00711,Can't log in since 3.4.1 -- 'invalid credentials' even though my password is right.,1,2026-04-14,3.4.1,1,login_auth
R00712,"Five stars for the features, but the battery drain from the kitchen plug sync is brutal. Hope this gets fixed soon.",2,2026-05-23,3.4.1,1,battery_drain
R00713,Best smart home app I've tried. The smoke detector automations are rock solid. Otherwise I like the app.,1,2026-09-10,3.3.2,0,praise
R00714,Crash after crash. The app dies the moment I tap my smart lock. Anyone else seeing this?,2,2026-03-04,3.3.2,1,crash
R00715,"Five stars for the features, but the battery drain from the garage sensor sync is brutal. Hope this gets fixed soon.",4,2026-07-09,3.2.1,1,battery_drain
R00716,Does anyone know if the app supports the older living room bulb model from 2021? Considering switching apps.,3,2026-03-06,3.2.1,0,question
R00717,Toggle switches on the security camera page don't reflect the real state. Confusing. Support was no help.,1,2026-03-03,3.2.0,1,ui_bug
R00718,"Since 3.4.0, the app loses connection to the smoke detector and never reconnects on its own.",1,2026-09-02,3.2.0,1,connectivity
R00719,Zero crashes so far and no battery drain. The smart plug just works. Anyone else seeing this?,5,2026-04-17,3.2.1,0,praise
R00720,Five stars. The kitchen plug routines run perfectly every morning.,5,2026-09-18,3.4.1,0,praise
R00721,Rotated my phone while on the thermostat page and the app crashed instantly. Honestly pretty annoyed.,2,2026-04-13,3.3.0,1,crash
R00722,App force closes during smart lock setup on the very last step. Unacceptable. Considering switching apps.,1,2026-09-05,3.3.0,1,crash
R00723,Haven't seen a single crash since 3.2.1. The bedroom speaker controls are fast and reliable. Reinstalling didn't help.,5,2026-05-01,3.3.2,0,praise
R00724,garage sensor screen just force-closes the app. Completely unusable since 3.3.0. Considering switching apps.,2,2026-06-01,3.4.0,1,crash
R00725,"Clean design, fast, and the living room bulb widgets are super handy. This started after the update.",5,2026-04-30,3.4.0,0,praise
R00726,App can't find the garage sensor half the time. Re-pairing works for a day then it drops again. Otherwise I like the app.,3,2026-04-06,3.2.0,1,connectivity
R00727,The video doorbell schedules are flexible and the app never misses a beat. Support was no help.,5,2026-07-29,3.4.1,0,praise
R00728,"Five stars for the features, but the battery drain from the smart lock sync is brutal. Honestly pretty annoyed.",1,2026-07-30,3.2.0,1,battery_drain
R00729,Had to factory reset the smart plug three times this month because the app loses it. Really disappointing.,3,2026-07-28,3.3.0,1,connectivity
R00730,App disconnects from the security camera whenever my phone switches between Wi-Fi and data.,2,2026-03-08,3.3.0,1,connectivity
R00731,Can't log in since 3.2.0 -- 'invalid credentials' even though my password is right. This started after the update.,1,2026-01-18,3.2.1,1,login_auth
R00732,Crashes constantly since the 3.4.1 update. My video doorbell is basically bricked in the app. Reinstalling didn't help.,2,2026-09-14,3.3.2,1,crash
R00733,The smoke detector pairs fine in Bluetooth settings but the app says device not found.,2,2026-01-21,3.3.2,1,connectivity
R00734,"Clean design, fast, and the thermostat widgets are super handy. Reinstalling didn't help.",5,2026-06-09,3.4.1,0,praise
R00735,Woke up to a dead phone. The app was top of battery stats because of the video doorbell. Really disappointing.,2,2026-09-13,3.4.1,1,battery_drain
R00736,Firmware update for the smoke detector failed halfway and now the app won't connect at all. Support was no help.,3,2026-05-19,3.3.2,1,connectivity
R00737,Toggle switches on the thermostat page don't reflect the real state. Confusing.,1,2026-03-11,3.3.0,1,ui_bug
R00738,"Crash report sent three times this week, all from the bedroom speaker screen. Support was no help.",2,2026-06-30,3.3.0,1,crash
R00739,The app looks beautiful but everything lags; opening the living room bulb takes forever.,1,2026-02-07,3.3.0,1,performance
R00740,"My bedroom speaker shows offline in the app constantly, but my Wi-Fi is fine. Reinstalling didn't help.",2,2026-08-08,3.3.0,1,connectivity
R00741,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.3.0. Anyone else seeing this?,1,2026-02-24,3.3.2,1,crash
R00742,Massive battery drain on 3.2.1. Had to uninstall to get through the day. Anyone else seeing this?,3,2026-06-07,3.3.0,1,battery_drain
R00743,The new 3.2.1 update made the smoke detector controls so much snappier. Great work. Hope this gets fixed soon.,5,2026-05-20,3.2.0,0,praise
R00744,Every tap has a delay on 3.4.1. The video doorbell controls feel like they're on dial-up. Anyone else seeing this?,2,2026-02-22,3.4.0,1,performance
R00745,"Huge fan of the product, but the UI on the kitchen plug page is glitchy and unreadable. Really disappointing.",1,2026-06-08,3.4.0,1,ui_bug
R00746,"No lag, no freezes, no battery drain. Really happy with the smoke detector integration. Really disappointing.",4,2026-04-07,3.2.0,0,praise
R00747,The garage sensor schedules are flexible and the app never misses a beat. Really disappointing.,5,2026-08-15,3.4.0,0,praise
R00748,Setup for the living room bulb was painless and the interface is beautiful. Support was no help.,4,2026-06-17,3.2.0,0,praise
R00749,How do I reset the security camera energy stats? They seem off this month. Really disappointing.,5,2026-05-05,3.3.2,0,question
R00750,"I love this app overall, but it crashes every time I open the living room bulb controls. This started after the update.",1,2026-08-16,3.3.2,1,crash
R00751,Haven't seen a single crash since 3.4.1. The living room bulb controls are fast and reliable. Reinstalling didn't help.,5,2026-04-05,3.4.1,0,praise
R00752,Can the thermostat trigger routines based on sunrise/sunset times? Otherwise I like the app.,5,2026-06-06,3.2.0,0,question
R00753,The new 3.2.1 update made the security camera controls so much snappier. Great work.,4,2026-09-18,3.2.0,0,praise
R00754,Biometric login crashes back to the password field on 3.2.1. Anyone else seeing this?,1,2026-03-08,3.3.0,1,login_auth
R00755,Had to factory reset the bedroom speaker three times this month because the app loses it.,2,2026-02-28,3.2.1,1,connectivity
R00756,The smoke detector works in the old app but this version 3.3.0 can't maintain a connection. Considering switching apps.,1,2026-03-03,3.3.0,1,connectivity
R00757,Background battery drain is ridiculous. Turned off security camera notifications and it still drains. This started after the update.,3,2026-07-12,3.3.0,1,battery_drain
R00758,"Notification badges never clear for the thermostat, even after I read everything. Really disappointing.",3,2026-05-07,3.3.0,1,ui_bug
R00759,Password reset email never comes. Can't access my video doorbell at all now. Honestly pretty annoyed.,4,2026-08-19,3.3.2,1,login_auth
R00760,Face ID stopped working with the app on 3.3.0. Have to type the password each time. Honestly pretty annoyed.,1,2026-03-28,3.3.2,1,login_auth
R00761,Where do I find the firmware version of my living room bulb in the app? This started after the update.,5,2026-09-03,3.4.1,0,question
R00762,Dark mode is broken on the living room bulb page -- white text on a white background.,3,2026-07-04,3.3.2,1,ui_bug
R00763,Slider for the thermostat jumps around and won't land on the value I pick. Really disappointing.,2,2026-04-09,3.4.1,1,ui_bug
R00764,Opening the kitchen plug tab makes the app freeze then crash. Please fix this.,2,2026-03-02,3.2.1,1,crash
R00765,Scrolling the bedroom speaker event history stutters and freezes the whole app. This started after the update.,3,2026-09-06,3.4.1,1,performance
R00766,'Device offline' error all day for my smart lock even though it's two feet from the router. Support was no help.,3,2026-07-12,3.2.1,1,connectivity
R00767,Every tap has a delay on 3.4.0. The thermostat controls feel like they're on dial-up. Really disappointing.,1,2026-05-02,3.2.0,1,performance
R00768,"No lag, no freezes, no battery drain. Really happy with the smart plug integration.",5,2026-02-19,3.3.0,0,praise
R00769,The app won't stay open for more than a few seconds if the garage sensor is online. This started after the update.,1,2026-03-06,3.2.1,1,crash
R00770,Five stars. The bedroom speaker routines run perfectly every morning. Support was no help.,5,2026-04-20,3.4.0,0,praise
R00771,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version.,1,2026-06-02,3.3.0,1,ui_bug
R00772,Phone battery dropped 15% during a 20-minute garage sensor live view. Fix the power usage.,2,2026-09-02,3.2.1,1,battery_drain
R00773,Where do I find the firmware version of my bedroom speaker in the app? Support was no help.,4,2026-05-16,3.2.0,0,question
R00774,"Great app when you're in, but I get logged out daily and can't reach my garage sensor. Anyone else seeing this?",4,2026-01-28,3.2.0,1,login_auth
R00775,Woke up to a dead phone. The app was top of battery stats because of the security camera.,2,2026-04-06,3.3.0,1,battery_drain
R00776,Battery saver mode does nothing -- the kitchen plug stream keeps running in the background. Reinstalling didn't help.,1,2026-08-14,3.2.1,1,battery_drain
R00777,Can't stay signed in on two phones -- the second login kicks out the first. Otherwise I like the app.,3,2026-08-13,3.3.0,1,login_auth
R00778,Switched from a competitor and the security camera experience here is miles ahead. Considering switching apps.,4,2026-09-13,3.2.1,0,praise
R00779,Slider for the security camera jumps around and won't land on the value I pick. Honestly pretty annoyed.,1,2026-04-08,3.2.0,1,ui_bug
R00780,App can't find the garage sensor half the time. Re-pairing works for a day then it drops again. This started after the update.,5,2026-07-06,3.4.1,1,connectivity
R00781,App force closes during video doorbell setup on the very last step. Unacceptable.,3,2026-04-19,3.3.0,1,crash
R00782,The smart plug pairs fine in Bluetooth settings but the app says device not found. Anyone else seeing this?,2,2026-01-07,3.4.0,1,connectivity
R00783,"No lag, no freezes, no battery drain. Really happy with the kitchen plug integration. Hope this gets fixed soon.",5,2026-03-08,3.3.2,0,praise
R00784,App crashes when I try to view the video doorbell live feed. Was fine before 3.3.2. Considering switching apps.,1,2026-09-07,3.3.2,1,crash
R00785,Love this app! My garage sensor setup took five minutes and everything just works. Considering switching apps.,5,2026-03-12,3.2.1,0,praise
R00786,How do I reset the thermostat energy stats? They seem off this month.,3,2026-07-19,3.2.0,0,question
R00787,App says my session expired in the middle of smart lock setup and lost my progress. Support was no help.,1,2026-07-30,3.3.0,1,login_auth
R00788,Question: can I rename the garage sensor after setup? Don't see an edit option. Considering switching apps.,2,2026-06-12,3.4.1,0,question
R00789,App crashes when I try to view the garage sensor live feed. Was fine before 3.3.2. Support was no help.,2,2026-09-05,3.3.0,1,crash
R00790,Search in the bedroom speaker history times out on anything older than a week. Support was no help.,2,2026-02-21,3.2.0,1,performance
R00791,"Notification badges never clear for the security camera, even after I read everything. Reinstalling didn't help.",2,2026-02-16,3.3.0,1,ui_bug
R00792,"Huge fan of the product, but the UI on the security camera page is glitchy and unreadable. Hope this gets fixed soon.",1,2026-05-12,3.4.0,1,ui_bug
R00793,"My smoke detector shows offline in the app constantly, but my Wi-Fi is fine. Support was no help.",2,2026-02-22,3.3.2,1,connectivity
R00794,Would love Apple Watch support to check the smart plug quickly. Reinstalling didn't help.,4,2026-01-13,3.2.0,0,feature_request
R00795,Love this app! My living room bulb setup took five minutes and everything just works. Anyone else seeing this?,3,2026-08-25,3.4.1,0,praise
R00796,Battery usage doubled after the update. The app keeps the video doorbell connection awake nonstop. Anyone else seeing this?,1,2026-05-17,3.4.1,1,battery_drain
R00797,garage sensor screen just force-closes the app. Completely unusable since 3.3.2. Considering switching apps.,1,2026-07-31,3.4.1,1,crash
R00798,Request: IFTTT-style custom triggers for the smart plug. The presets are too limited. Considering switching apps.,3,2026-07-26,3.3.0,0,feature_request
R00799,"Really like the design, but logging in has been broken for me since 3.4.1. Honestly pretty annoyed.",1,2026-01-18,3.2.1,1,login_auth
R00800,"Really like the design, but logging in has been broken for me since 3.2.1.",1,2026-06-08,3.3.2,1,login_auth
R00801,"Crash report sent three times this week, all from the garage sensor screen. This started after the update.",1,2026-01-15,3.3.2,1,crash
R00802,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Really disappointing.",1,2026-08-14,3.3.2,1,connectivity
R00803,Would love voice control shortcuts for the living room bulb beyond the basics. This started after the update.,5,2026-07-28,3.3.2,0,feature_request
R00804,Can't stay signed in on two phones -- the second login kicks out the first.,1,2026-08-09,3.4.0,1,login_auth
R00805,The app is great when it works -- sadly the video doorbell screen crashes on launch. Anyone else seeing this?,3,2026-07-01,3.3.2,1,crash
R00806,Haven't seen a single crash since 3.2.1. The smoke detector controls are fast and reliable. Anyone else seeing this?,4,2026-06-27,3.4.0,0,praise
R00807,Request: IFTTT-style custom triggers for the living room bulb. The presets are too limited. Considering switching apps.,3,2026-07-23,3.3.2,0,feature_request
R00808,Please add multi-home support -- I have a security camera at two houses. Honestly pretty annoyed.,5,2026-05-29,3.4.1,0,feature_request
R00809,Feature request: let me export security camera history to CSV for my energy audit. This started after the update.,3,2026-02-25,3.3.2,0,feature_request
R00810,Love this app! My living room bulb setup took five minutes and everything just works. Really disappointing.,4,2026-03-27,3.2.1,0,praise
R00811,How do I share kitchen plug access with my partner? Can't find the option in 3.3.2.,5,2026-05-01,3.2.0,0,question
R00812,Password reset email never comes. Can't access my smoke detector at all now.,3,2026-02-27,3.4.1,1,login_auth
R00813,Everything is sluggish since 3.4.0. Opening the smart plug feed lags badly.,5,2026-01-26,3.4.0,1,performance
R00814,Search in the living room bulb history times out on anything older than a week. This started after the update.,1,2026-09-17,3.4.1,1,performance
R00815,The new 3.3.2 update made the garage sensor controls so much snappier. Great work.,5,2026-05-10,3.3.2,0,praise
R00816,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.3.0. Really disappointing.,2,2026-05-10,3.2.1,1,crash
R00817,"No lag, no freezes, no battery drain. Really happy with the bedroom speaker integration. Reinstalling didn't help.",4,2026-07-09,3.2.0,0,praise
R00818,Icons for the video doorbell are missing -- just empty boxes on 3.3.0. Otherwise I like the app.,4,2026-07-29,3.2.1,1,ui_bug
R00819,"Crash report sent three times this week, all from the smart plug screen. Really disappointing.",2,2026-06-05,3.3.2,1,crash
R00820,The kitchen plug pairs fine in Bluetooth settings but the app says device not found.,2,2026-05-28,3.4.0,1,connectivity
R00821,The app is great when it works -- sadly the smart lock screen crashes on launch. Anyone else seeing this?,1,2026-08-19,3.4.1,1,crash
R00822,The video doorbell history graph renders blank after midnight. Graphs worked in the old version. Reinstalling didn't help.,3,2026-06-25,3.3.2,1,ui_bug
R00823,Feature request: let me export smoke detector history to CSV for my energy audit. Honestly pretty annoyed.,4,2026-02-21,3.4.0,0,feature_request
R00824,Scrolling the smoke detector event history stutters and freezes the whole app. Hope this gets fixed soon.,1,2026-05-08,3.3.0,1,performance
R00825,Does the kitchen plug work without Wi-Fi? Wondering about offline mode. Really disappointing.,4,2026-07-05,3.2.0,0,question
R00826,The latest update crashes on launch whenever my thermostat is connected. Otherwise I like the app.,2,2026-05-05,3.4.1,1,crash
R00827,Please add a vacation mode that randomizes the smart lock schedule. Hope this gets fixed soon.,5,2026-05-30,3.4.1,0,feature_request
R00828,Feature request: let me export smoke detector history to CSV for my energy audit. Honestly pretty annoyed.,5,2026-02-27,3.3.0,0,feature_request
R00829,Switching rooms with the bedroom speaker takes ages -- the UI just hangs.,1,2026-02-21,3.2.0,1,performance
R00830,"Really like the design, but logging in has been broken for me since 3.4.1. Reinstalling didn't help.",1,2026-07-30,3.4.0,1,login_auth
R00831,Every tap has a delay on 3.3.2. The bedroom speaker controls feel like they're on dial-up. Considering switching apps.,2,2026-09-12,3.4.1,1,performance
R00832,Question: can I rename the garage sensor after setup? Don't see an edit option. This started after the update.,4,2026-03-12,3.4.1,0,question
R00833,Slider for the security camera jumps around and won't land on the value I pick. Otherwise I like the app.,2,2026-03-06,3.4.0,1,ui_bug
R00834,Switched from a competitor and the kitchen plug experience here is miles ahead. Otherwise I like the app.,4,2026-06-09,3.3.0,0,praise
R00835,Crashes constantly since the 3.3.0 update. My living room bulb is basically bricked in the app. Honestly pretty annoyed.,1,2026-04-08,3.4.1,1,crash
R00836,"Love the automations, but the thermostat live view buffers constantly. This started after the update.",1,2026-06-12,3.4.0,1,performance
R00837,Had to factory reset the security camera three times this month because the app loses it. Reinstalling didn't help.,3,2026-08-28,3.3.2,1,connectivity
R00838,Never had the app crash on me once. The bedroom speaker setup was smooth. Honestly pretty annoyed.,5,2026-07-26,3.3.0,0,praise
R00839,Face ID stopped working with the app on 3.4.1. Have to type the password each time.,2,2026-06-12,3.4.0,1,login_auth
R00840,It would be great if the app supported widgets for the smart plug on the lock screen. Anyone else seeing this?,3,2026-02-01,3.4.0,0,feature_request
R00841,"My smoke detector shows offline in the app constantly, but my Wi-Fi is fine.",1,2026-05-25,3.2.1,1,connectivity
R00842,Can't stay signed in on two phones -- the second login kicks out the first. Otherwise I like the app.,1,2026-07-29,3.4.0,1,login_auth
R00843,Every time I adjust the thermostat settings the app force quits. So frustrating. Otherwise I like the app.,1,2026-07-19,3.3.0,1,crash
R00844,The living room bulb pairs fine in Bluetooth settings but the app says device not found.,1,2026-06-11,3.3.2,1,connectivity
R00845,No offline errors at all -- the bedroom speaker stays connected all day. Otherwise I like the app.,3,2026-03-18,3.3.2,0,praise
R00846,Love this app! My smart plug setup took five minutes and everything just works. Honestly pretty annoyed.,4,2026-09-14,3.4.0,0,praise
R00847,"No lag, no freezes, no battery drain. Really happy with the video doorbell integration.",5,2026-08-01,3.4.1,0,praise
R00848,Phone battery dropped 15% during a 20-minute smart lock live view. Fix the power usage. Really disappointing.,2,2026-03-10,3.3.0,1,battery_drain
R00849,Video from the security camera buffers constantly even on fast Wi-Fi. Reinstalling didn't help.,1,2026-04-01,3.2.1,1,performance
R00850,Can't stay signed in on two phones -- the second login kicks out the first. Hope this gets fixed soon.,1,2026-03-31,3.2.0,1,login_auth
R00851,Background battery drain is ridiculous. Turned off bedroom speaker notifications and it still drains. Really disappointing.,3,2026-04-23,3.4.0,1,battery_drain
R00852,The new 3.4.1 update made the bedroom speaker controls so much snappier. Great work.,4,2026-03-17,3.4.1,0,praise
R00853,The kitchen plug works in the old app but this version 3.4.1 can't maintain a connection. Otherwise I like the app.,2,2026-05-18,3.4.1,1,connectivity
R00854,Password reset email never comes. Can't access my smart plug at all now.,1,2026-03-14,3.4.1,1,login_auth
R00855,Please add a dark mode schedule for the security camera page. Would love auto-switching at sunset. Reinstalling didn't help.,5,2026-09-12,3.3.2,0,feature_request
R00856,Dark mode is broken on the garage sensor page -- white text on a white background.,2,2026-07-04,3.3.2,1,ui_bug
R00857,"Simple, fast, reliable. Exactly what I want for my video doorbell. Otherwise I like the app.",5,2026-04-13,3.3.2,0,praise
R00858,Search in the smart plug history times out on anything older than a week. Hope this gets fixed soon.,1,2026-04-28,3.2.1,1,performance
R00859,How do I share smart plug access with my partner? Can't find the option in 3.2.1.,3,2026-04-15,3.4.1,0,question
R00860,App disconnects from the smart lock whenever my phone switches between Wi-Fi and data. Considering switching apps.,1,2026-04-04,3.2.0,1,connectivity
R00861,"Crash report sent three times this week, all from the smart lock screen. Considering switching apps.",2,2026-05-25,3.2.1,1,crash
R00862,Everything about the smoke detector integration feels polished. Highly recommend.,4,2026-08-11,3.4.1,0,praise
R00863,Please add multi-home support -- I have a bedroom speaker at two houses.,4,2026-08-31,3.3.2,0,feature_request
R00864,"Login screen loops forever: enter password, spinner, back to login. This started after the update.",1,2026-06-15,3.2.0,1,login_auth
R00865,Can't log in since 3.4.1 -- 'invalid credentials' even though my password is right. Support was no help.,5,2026-02-12,3.2.1,1,login_auth
R00866,Tapping notifications for the garage sensor crashes the app every single time.,1,2026-06-25,3.3.0,1,crash
R00867,Can't log in since 3.2.1 -- 'invalid credentials' even though my password is right.,3,2026-08-17,3.2.0,1,login_auth
R00868,It would be great if the app supported widgets for the thermostat on the lock screen. Otherwise I like the app.,5,2026-02-07,3.2.1,0,feature_request
R00869,Crashes constantly since the 3.2.0 update. My video doorbell is basically bricked in the app. Really disappointing.,2,2026-02-02,3.4.0,1,crash
R00870,The smart lock works in the old app but this version 3.4.0 can't maintain a connection. Really disappointing.,3,2026-01-10,3.3.2,1,connectivity
R00871,Every tap has a delay on 3.3.2. The thermostat controls feel like they're on dial-up. Reinstalling didn't help.,1,2026-06-22,3.4.0,1,performance
R00872,Great app otherwise -- however my smart lock keeps showing offline since 3.4.0.,2,2026-05-16,3.3.0,1,connectivity
R00873,"Since 3.2.0, the app loses connection to the thermostat and never reconnects on its own.",1,2026-06-13,3.4.0,1,connectivity
R00874,The app is painfully slow to arm/disarm the smoke detector. Takes three tries.,2,2026-09-02,3.3.0,1,performance
R00875,Biometric login crashes back to the password field on 3.2.0. Honestly pretty annoyed.,2,2026-02-01,3.3.2,1,login_auth
R00876,The kitchen plug history graph renders blank after midnight. Graphs worked in the old version. Really disappointing.,3,2026-09-05,3.4.1,1,ui_bug
R00877,Everything about the smart plug integration feels polished. Highly recommend. Support was no help.,5,2026-06-22,3.2.1,0,praise
R00878,Can't stay signed in on two phones -- the second login kicks out the first. Honestly pretty annoyed.,1,2026-05-02,3.3.2,1,login_auth
R00879,Really impressed with how reliable the bedroom speaker connection is. Support was no help.,5,2026-04-09,3.2.0,0,praise
R00880,"I love this app overall, but it crashes every time I open the security camera controls. This started after the update.",2,2026-04-14,3.4.1,1,crash
R00881,App keeps crashing every time I open the living room bulb controls on version 3.2.1. Honestly pretty annoyed.,1,2026-05-19,3.4.1,1,crash
R00882,My phone gets hot and the battery tanks whenever the living room bulb is armed.,1,2026-03-16,3.3.2,1,battery_drain
