rank,review_id,triage_score,severity_weight,category,star_rating,date,app_version,text
380,R00702,0.9536110885933888,4.5,login_auth,1,2026-04-25,3.4.1,"Great app when you're in, but I get logged out daily and can't reach my garage sensor."
381,R00292,0.9510456320993087,3.0,battery_drain,3,2026-08-18,3.4.0,Massive battery drain on 3.4.0. Had to uninstall to get through the day.
382,R00371,0.9465601754546096,4.0,connectivity,4,2026-06-30,3.3.2,Great app otherwise -- however my smart plug keeps showing offline since 3.2.0. Hope this gets fixed soon.
383,R00450,0.9465601754546096,4.0,connectivity,4,2026-06-30,3.2.1,Firmware update for the living room bulb failed halfway and now the app won't connect at all. Considering switching apps.
384,R00756,0.9463672165578269,4.0,connectivity,1,2026-03-03,3.3.0,The smoke detector works in the old app but this version 3.3.0 can't maintain a connection. Considering switching apps.
385,R00551,0.9457097644103798,5.0,crash,3,2026-04-16,3.3.2,The app is great when it works -- sadly the security camera screen crashes on launch. This started after the update.
386,R01103,0.9430442802183049,2.0,ui_bug,2,2026-08-23,3.2.1,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version. Really disappointing.
387,R01229,0.9429354884369747,3.0,performance,1,2026-05-29,3.4.0,The app looks beautiful but everything lags; opening the thermostat takes forever. Honestly pretty annoyed.
388,R00984,0.9392263713804115,4.5,login_auth,4,2026-08-20,3.2.1,Biometric login crashes back to the password field on 3.4.1. Reinstalling didn't help.
389,R00505,0.9358920208632182,3.0,performance,2,2026-06-26,3.3.2,"Best smart home app I've used, if only the security camera page didn't lag so badly. Really disappointing."
390,R00488,0.9320205761879204,4.5,login_auth,4,2026-08-19,3.3.2,Biometric login crashes back to the password field on 3.4.0. Hope this gets fixed soon.
391,R00759,0.9320205761879204,4.5,login_auth,4,2026-08-19,3.3.2,Password reset email never comes. Can't access my video doorbell at all now. Honestly pretty annoyed.
392,R00389,0.9287118069870732,3.0,performance,2,2026-06-25,3.4.1,"Best smart home app I've used, if only the smoke detector page didn't lag so badly. Really disappointing."
393,R00047,0.9287118069870732,3.0,performance,2,2026-06-25,3.2.0,Scrolling the living room bulb event history stutters and freezes the whole app. Really disappointing.
394,R00919,0.9264392779204889,5.0,crash,1,2026-02-06,3.2.1,The app crashes on my smart lock screen. Support was great though and sent a workaround. Really disappointing.
395,R01032,0.9248700642433644,4.5,login_auth,2,2026-05-20,3.4.1,"Great app when you're in, but I get logged out daily and can't reach my kitchen plug."
396,R01078,0.919331585996163,5.0,crash,1,2026-02-05,3.3.0,Opening the thermostat tab makes the app freeze then crash. Please fix this. Support was no help.
397,R00206,0.919331585996163,5.0,crash,1,2026-02-05,3.4.1,App force closes during smoke detector setup on the very last step. Unacceptable. This started after the update.
398,R00168,0.9176574111980242,4.0,connectivity,1,2026-02-27,3.4.0,Had to factory reset the video doorbell three times this month because the app loses it. Honestly pretty annoyed.
399,R00509,0.9176574111980242,4.0,connectivity,1,2026-02-27,3.3.0,"My bedroom speaker shows offline in the app constantly, but my Wi-Fi is fine."
400,R00095,0.9153499390368991,4.0,connectivity,3,2026-05-04,3.3.2,'Device offline' error all day for my smart lock even though it's two feet from the router. Support was no help.
401,R00269,0.9152800246546157,4.5,login_auth,3,2026-06-25,3.3.2,Password reset email never comes. Can't access my bedroom speaker at all now. This started after the update.
402,R00959,0.9072347056725122,2.0,ui_bug,1,2026-07-20,3.3.0,Dark mode is broken on the thermostat page -- white text on a white background. Otherwise I like the app.
403,R00714,0.905463956888558,5.0,crash,2,2026-03-04,3.3.2,Crash after crash. The app dies the moment I tap my smart lock. Anyone else seeing this?
404,R00998,0.9052793755690305,5.0,crash,1,2026-02-03,3.2.0,smart lock screen just force-closes the app. Completely unusable since 3.2.0.
405,R00154,0.896471635428985,3.0,battery_drain,1,2026-06-05,3.2.0,Battery saver mode does nothing -- the security camera stream keeps running in the background.
406,R01201,0.896471635428985,3.0,battery_drain,1,2026-06-05,3.3.0,This app eats my phone battery alive -- lost 40% overnight with the living room bulb idle. Honestly pretty annoyed.
407,R00764,0.8916237165985489,5.0,crash,2,2026-03-02,3.2.1,Opening the kitchen plug tab makes the app freeze then crash. Please fix this.
408,R00995,0.8914419566500942,5.0,crash,1,2026-02-01,3.4.1,Crash after crash. The app dies the moment I tap my smart plug. Hope this gets fixed soon.
409,R00555,0.8914419566500942,5.0,crash,1,2026-02-01,3.2.1,App crashes when I try to view the video doorbell live feed. Was fine before 3.2.0. Considering switching apps.
410,R00503,0.889750606752961,4.5,login_auth,1,2026-04-16,3.4.0,Face ID stopped working with the app on 3.2.0. Have to type the password each time. Otherwise I like the app.
411,R00512,0.8866941914085829,2.0,ui_bug,2,2026-08-15,3.4.0,Buttons on the garage sensor schedule screen overlap so I can't tap save. Considering switching apps.
412,R00155,0.8797120576350477,2.0,ui_bug,1,2026-07-16,3.2.1,Icons for the kitchen plug are missing -- just empty boxes on 3.4.0.
413,R01165,0.8779950278008196,5.0,crash,2,2026-02-28,3.3.2,Crashes constantly since the 3.3.2 update. My living room bulb is basically bricked in the app. Support was no help.
414,R00711,0.8761505489020021,4.5,login_auth,1,2026-04-14,3.4.1,Can't log in since 3.4.1 -- 'invalid credentials' even though my password is right.
415,R00375,0.872962859455735,2.0,ui_bug,1,2026-07-15,3.2.0,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version. This started after the update.
416,R00323,0.8707677728457328,2.0,ui_bug,3,2026-09-19,3.4.1,Toggle switches on the smart plug page don't reflect the real state. Confusing.
417,R00666,0.8694286748090745,4.5,login_auth,1,2026-04-13,3.2.0,Face ID stopped working with the app on 3.4.0. Have to type the password each time. Honestly pretty annoyed.
418,R00050,0.8688910386018364,5.0,crash,3,2026-04-05,3.4.1,"I love this app overall, but it crashes every time I open the video doorbell controls. Honestly pretty annoyed."
419,R00685,0.8672424749934085,4.5,login_auth,3,2026-06-18,3.3.0,"'Account not found' error on login, but the website works fine with the same email. Honestly pretty annoyed."
420,R00917,0.8645746568785433,5.0,crash,2,2026-02-26,3.3.2,Tapping notifications for the garage sensor crashes the app every single time.
421,R00560,0.8628242737700148,4.0,connectivity,1,2026-02-19,3.2.1,Had to factory reset the kitchen plug three times this month because the app loses it. Anyone else seeing this?
422,R01104,0.8627822572468391,3.0,battery_drain,2,2026-06-29,3.3.0,"Five stars for features, one star for the battery drain -- the smart plug sync never sleeps."
423,R00346,0.8622248598620363,5.0,crash,3,2026-04-04,3.3.2,Background crash loop drained my patience -- garage sensor alerts kill the app. Hope this gets fixed soon.
424,R01283,0.8562046395760147,4.0,connectivity,1,2026-02-18,3.2.1,App disconnects from the video doorbell whenever my phone switches between Wi-Fi and data. Considering switching apps.
425,R01011,0.8532738022831919,3.0,performance,4,2026-09-12,3.4.0,The app looks beautiful but everything lags; opening the living room bulb takes forever. Support was no help.
426,R00129,0.8530243601900351,2.0,ui_bug,1,2026-07-12,3.2.0,"Huge fan of the product, but the UI on the video doorbell page is glitchy and unreadable. Reinstalling didn't help."
427,R00957,0.850879409427495,2.0,ui_bug,3,2026-09-16,3.2.0,Icons for the smoke detector are missing -- just empty boxes on 3.2.0.
428,R00606,0.8498090274802707,4.0,connectivity,2,2026-03-18,3.4.1,"Since 3.3.0, the app loses connection to the smoke detector and never reconnects on its own. Hope this gets fixed soon."
429,R00261,0.8495708964322636,4.5,login_auth,1,2026-04-10,3.4.1,Can't stay signed in on two phones -- the second login kicks out the first. Support was no help.
430,R00971,0.8494212251209114,3.0,battery_drain,1,2026-05-29,3.4.1,Woke up to a dead phone. The app was top of battery stats because of the smoke detector. Hope this gets fixed soon.
431,R00408,0.8490455398529697,5.0,crash,3,2026-04-02,3.3.0,Background crash loop drained my patience -- thermostat alerts kill the app. Really disappointing.
432,R00259,0.8432892469552064,4.0,connectivity,2,2026-03-17,3.4.1,"Sync fails repeatedly with the smoke detector. Spinning loader, then 'connection timeout'. Support was no help."
433,R00569,0.8430529428613962,4.5,login_auth,1,2026-04-09,3.2.0,Face ID stopped working with the app on 3.2.0. Have to type the password each time.
434,R01073,0.836819486536684,4.0,connectivity,4,2026-06-14,3.3.0,The security camera works in the old app but this version 3.3.2 can't maintain a connection. Otherwise I like the app.
435,R00708,0.8335412568769375,2.0,ui_bug,1,2026-07-09,3.4.0,The living room bulb temperature shows in Fahrenheit even though I set Celsius in settings.
436,R01019,0.8208730206107144,3.0,performance,1,2026-05-11,3.3.0,"Love the automations, but the kitchen plug live view buffers constantly. Support was no help."
437,R00341,0.820800372826229,2.0,ui_bug,1,2026-07-07,3.3.2,Icons for the smoke detector are missing -- just empty boxes on 3.2.0. Support was no help.
438,R00352,0.8190313315099068,5.0,crash,1,2026-01-21,3.2.1,App force closes during smart plug setup on the very last step. Unacceptable. Anyone else seeing this?
439,R00518,0.8173333503751689,3.0,battery_drain,1,2026-05-24,3.4.1,"Five stars for the features, but the battery drain from the garage sensor sync is brutal. This started after the update."
440,R00061,0.8127476791222299,5.0,crash,1,2026-01-20,3.2.1,App crashes when I try to view the video doorbell live feed. Was fine before 3.4.1.
441,R00238,0.811205637384993,4.5,login_auth,1,2026-04-04,3.4.1,"Really like the design, but logging in has been broken for me since 3.2.0. Reinstalling didn't help."
442,R00325,0.80832577368122,3.0,performance,1,2026-05-09,3.3.2,The app looks beautiful but everything lags; opening the living room bulb takes forever. Anyone else seeing this?
443,R00963,0.8052076571231167,4.0,connectivity,2,2026-03-11,3.3.0,"Since 3.4.0, the app loses connection to the video doorbell and never reconnects on its own. Otherwise I like the app."
444,R00613,0.8050435133262104,4.0,connectivity,1,2026-02-10,3.3.0,Great app otherwise -- however my video doorbell keeps showing offline since 3.3.0. Reinstalling didn't help.
445,R00938,0.8050435133262104,4.0,connectivity,1,2026-02-10,3.3.2,Had to factory reset the garage sensor three times this month because the app loses it. Really disappointing.
446,R00271,0.8050043105238976,3.0,battery_drain,2,2026-06-20,3.3.2,Constant location polling for the garage sensor geofence is killing my battery. Honestly pretty annoyed.
447,R01008,0.8048402081797552,3.0,battery_drain,1,2026-05-22,3.2.0,Woke up to a dead phone. The app was top of battery stats because of the kitchen plug.
448,R00208,0.8022878034851963,3.0,performance,2,2026-06-06,3.2.1,The app is painfully slow to arm/disarm the smart lock. Takes three tries. Hope this gets fixed soon.
449,R00824,0.80212425490849,3.0,performance,1,2026-05-08,3.3.0,Scrolling the smoke detector event history stutters and freezes the whole app. Hope this gets fixed soon.
450,R01094,0.80212425490849,3.0,performance,1,2026-05-08,3.4.0,Every tap has a delay on 3.4.0. The security camera controls feel like they're on dial-up. Support was no help.
451,R00914,0.800487811688304,5.0,crash,2,2026-02-16,3.4.0,Tapping notifications for the garage sensor crashes the app every single time.
452,R00237,0.7926996207486919,3.0,battery_drain,2,2026-06-18,3.2.1,Constant location polling for the smart plug geofence is killing my battery. Really disappointing.
453,R00016,0.792538026749424,3.0,battery_drain,1,2026-05-20,3.4.0,"Five stars for the features, but the battery drain from the garage sensor sync is brutal."
454,R01287,0.7897936840649988,2.0,ui_bug,1,2026-07-02,3.4.1,Toggle switches on the kitchen plug page don't reflect the real state. Confusing. Otherwise I like the app.
455,R00628,0.7882521577136716,5.0,crash,2,2026-02-14,3.4.0,App force closes during living room bulb setup on the very last step. Unacceptable. Reinstalling didn't help.
456,R00187,0.7882521577136716,5.0,crash,2,2026-02-14,3.3.0,"Crash report sent three times this week, all from the kitchen plug screen. Hope this gets fixed soon."
457,R00730,0.7868166888174377,4.0,connectivity,2,2026-03-08,3.3.0,App disconnects from the security camera whenever my phone switches between Wi-Fi and data.
458,R00614,0.7866562940700341,4.0,connectivity,1,2026-02-07,3.3.0,The security camera works in the old app but this version 3.3.2 can't maintain a connection. Support was no help.
459,R00922,0.7866562940700341,4.0,connectivity,1,2026-02-07,3.4.1,'Device offline' error all day for my smart lock even though it's two feet from the router. Honestly pretty annoyed.
460,R00850,0.7865962093018773,4.5,login_auth,1,2026-03-31,3.2.0,Can't stay signed in on two phones -- the second login kicks out the first. Hope this gets fixed soon.
461,R00289,0.7846782274443087,4.0,connectivity,3,2026-04-14,3.3.2,"My thermostat shows offline in the app constantly, but my Wi-Fi is fine."
462,R00801,0.7820451902318033,5.0,crash,1,2026-01-15,3.3.2,"Crash report sent three times this week, all from the garage sensor screen. This started after the update."
463,R00876,0.7817636251681477,2.0,ui_bug,3,2026-09-05,3.4.1,The kitchen plug history graph renders blank after midnight. Graphs worked in the old version. Really disappointing.
464,R00631,0.7804238872017009,3.0,battery_drain,1,2026-05-18,3.2.0,Battery usage doubled after the update. The app keeps the smart plug connection awake nonstop. Hope this gets fixed soon.
465,R00888,0.7778800654653785,2.0,ui_bug,2,2026-07-29,3.4.1,Icons for the garage sensor are missing -- just empty boxes on 3.3.2. Hope this gets fixed soon.
466,R00796,0.7744364332014066,3.0,battery_drain,1,2026-05-17,3.4.1,Battery usage doubled after the update. The app keeps the video doorbell connection awake nonstop. Anyone else seeing this?
467,R00051,0.7719804485629015,3.0,performance,4,2026-08-30,3.4.1,The app looks beautiful but everything lags; opening the video doorbell takes forever.
468,R00760,0.76863032705192,4.5,login_auth,1,2026-03-28,3.3.2,Face ID stopped working with the app on 3.3.0. Have to type the password each time. Honestly pretty annoyed.
469,R00767,0.7659016100922702,3.0,performance,1,2026-05-02,3.2.0,Every tap has a delay on 3.4.0. The thermostat controls feel like they're on dial-up. Really disappointing.
470,R00903,0.7584750156353383,5.0,crash,2,2026-02-09,3.3.2,App force closes during thermostat setup on the very last step. Unacceptable. Honestly pretty annoyed.
471,R00901,0.7548454184321018,3.0,battery_drain,3,2026-07-19,3.2.1,The widget alone drains my battery keeping the smart plug status updated. Support was no help.
472,R00429,0.7512853091339254,4.0,connectivity,4,2026-05-31,3.3.2,The bedroom speaker works in the old app but this version 3.4.1 can't maintain a connection. Considering switching apps.
473,R01181,0.7512853091339253,4.0,connectivity,2,2026-03-02,3.4.0,The bedroom speaker works in the old app but this version 3.4.0 can't maintain a connection.
474,R01159,0.7511321575560558,4.0,connectivity,1,2026-02-01,3.4.1,Had to factory reset the thermostat three times this month because the app loses it. Considering switching apps.
475,R01056,0.7506103374408175,5.0,crash,3,2026-03-17,3.4.1,Rotated my phone while on the security camera page and the app crashed instantly. This started after the update.
476,R00690,0.7483421585226417,2.0,ui_bug,1,2026-06-25,3.3.2,Toggle switches on the thermostat page don't reflect the real state. Confusing. Reinstalling didn't help.
477,R01220,0.7468815376282909,5.0,crash,4,2026-05-08,3.4.1,The app is great when it works -- sadly the kitchen plug screen crashes on launch. Support was no help.
478,R01197,0.7453694312796544,4.0,connectivity,1,2026-01-31,3.4.1,"Since 3.4.1, the app loses connection to the security camera and never reconnects on its own. Support was no help."
479,R00133,0.7453694312796544,4.0,connectivity,1,2026-01-31,3.2.1,Had to factory reset the smart plug three times this month because the app loses it.
480,R00858,0.7426665637320552,3.0,performance,1,2026-04-28,3.2.1,Search in the smart plug history times out on anything older than a week. Hope this gets fixed soon.
481,R00755,0.7398017275670812,4.0,connectivity,2,2026-02-28,3.2.1,Had to factory reset the bedroom speaker three times this month because the app loses it.
482,R00487,0.7398017275670812,4.0,connectivity,2,2026-02-28,3.4.0,"Sync fails repeatedly with the living room bulb. Spinning loader, then 'connection timeout'. Support was no help."
483,R00550,0.7396509169489176,4.0,connectivity,1,2026-01-30,3.4.0,Connection keeps dropping -- the garage sensor goes 'unreachable' every few hours. Considering switching apps.
484,R00726,0.7377910465016425,4.0,connectivity,3,2026-04-06,3.2.0,App can't find the garage sensor half the time. Re-pairing works for a day then it drops again. Otherwise I like the app.
485,R01022,0.7371190496932838,3.0,performance,2,2026-05-26,3.2.1,Every tap has a delay on 3.2.1. The kitchen plug controls feel like they're on dial-up. Really disappointing.
486,R00043,0.7369035637400421,2.0,ui_bug,1,2026-06-23,3.4.0,"Notification badges never clear for the bedroom speaker, even after I read everything. Really disappointing."
487,R01291,0.7341259289584194,4.0,connectivity,2,2026-02-27,3.4.1,"Sync fails repeatedly with the thermostat. Spinning loader, then 'connection timeout'. Considering switching apps."
488,R00249,0.7298227397329817,5.0,crash,2,2026-02-04,3.4.0,App force closes during security camera setup on the very last step. Unacceptable. Really disappointing.
489,R00527,0.7298227397329817,5.0,crash,2,2026-02-04,3.2.0,Crash after crash. The app dies the moment I tap my smart plug. Really disappointing.
490,R00927,0.7298227397329817,5.0,crash,2,2026-02-04,3.2.1,Opening the smart lock tab makes the app freeze then crash. Please fix this.
491,R01294,0.7283097020797276,3.0,battery_drain,2,2026-06-07,3.2.0,The app used 25% of my battery in 3 hours just syncing the garage sensor. Support was no help.
492,R00254,0.7281612341425868,3.0,battery_drain,1,2026-05-09,3.4.1,Woke up to a dead phone. The app was top of battery stats because of the bedroom speaker. Anyone else seeing this?
493,R00533,0.7227572666581656,4.0,connectivity,1,2026-01-27,3.2.1,'Device offline' error all day for my smoke detector even though it's two feet from the router.
494,R01153,0.7227220709081522,3.0,battery_drain,2,2026-06-06,3.4.0,Woke up to a dead phone. The app was top of battery stats because of the living room bulb.
495,R00869,0.7186672188420926,5.0,crash,2,2026-02-02,3.4.0,Crashes constantly since the 3.2.0 update. My video doorbell is basically bricked in the app. Really disappointing.
496,R00985,0.7173584695677705,4.0,connectivity,2,2026-02-24,3.4.1,'Device offline' error all day for my smoke detector even though it's two feet from the router. Considering switching apps.
497,R01001,0.717212234069516,4.0,connectivity,1,2026-01-26,3.4.0,'Device offline' error all day for my smoke detector even though it's two feet from the router. Anyone else seeing this?
498,R00757,0.7152281173901065,3.0,battery_drain,3,2026-07-12,3.3.0,Background battery drain is ridiculous. Turned off security camera notifications and it still drains. This started after the update.
499,R00428,0.7145482269175424,2.0,ui_bug,1,2026-06-19,3.4.1,"Notification badges never clear for the security camera, even after I read everything. Reinstalling didn't help."
500,R00589,0.7091289328845531,3.0,performance,1,2026-04-22,3.4.0,"Best smart home app I've used, if only the bedroom speaker page didn't lag so badly. Honestly pretty annoyed."
501,R00604,0.7090661745229123,2.0,ui_bug,1,2026-06-18,3.2.1,"Really happy with the living room bulb itself, but the app UI shows the wrong status half the time. Honestly pretty annoyed."
502,R00147,0.7090661745229123,2.0,ui_bug,1,2026-06-18,3.4.0,The smart plug temperature shows in Fahrenheit even though I set Celsius in settings. Honestly pretty annoyed.
503,R00507,0.7072832101637286,2.0,ui_bug,3,2026-08-23,3.3.2,Toggle switches on the kitchen plug page don't reflect the real state. Confusing. Anyone else seeing this?
504,R00220,0.7063934681258488,4.0,connectivity,2,2026-02-22,3.2.1,"Sync fails repeatedly with the video doorbell. Spinning loader, then 'connection timeout'. Really disappointing."
505,R00793,0.7063934681258488,4.0,connectivity,2,2026-02-22,3.3.2,"My smoke detector shows offline in the app constantly, but my Wi-Fi is fine. Support was no help."
506,R00152,0.7037696461080382,2.0,ui_bug,2,2026-07-16,3.4.1,Buttons on the video doorbell schedule screen overlap so I can't tap save. Reinstalling didn't help.
507,R00303,0.7006540965942558,3.0,battery_drain,1,2026-05-04,3.3.2,"Five stars for the features, but the battery drain from the living room bulb sync is brutal. Considering switching apps."
508,R00854,0.6900659965016211,4.5,login_auth,1,2026-03-14,3.4.1,Password reset email never comes. Can't access my smart plug at all now.
509,R00347,0.6876161910208074,3.0,performance,1,2026-04-18,3.2.1,The app looks beautiful but everything lags; opening the garage sensor takes forever. Otherwise I like the app.
510,R01217,0.6875553365505058,2.0,ui_bug,1,2026-06-14,3.2.0,"Notification badges never clear for the living room bulb, even after I read everything. Otherwise I like the app."
511,R01076,0.6823407626528256,3.0,performance,1,2026-04-17,3.3.2,Everything is sluggish since 3.3.2. Opening the video doorbell feed lags badly. Support was no help.
512,R01160,0.6822803750612904,2.0,ui_bug,1,2026-06-13,3.4.1,"Huge fan of the product, but the UI on the security camera page is glitchy and unreadable. Really disappointing."
513,R01249,0.6822803750612904,2.0,ui_bug,1,2026-06-13,3.3.0,Buttons on the smart plug schedule screen overlap so I can't tap save. Honestly pretty annoyed.
514,R00941,0.6795700727815093,4.0,connectivity,1,2026-01-19,3.4.1,"Since 3.3.0, the app loses connection to the thermostat and never reconnects on its own. Really disappointing."
515,R01130,0.6795700727815093,4.0,connectivity,1,2026-01-19,3.3.2,Great app otherwise -- however my garage sensor keeps showing offline since 3.2.1. Hope this gets fixed soon.
516,R00377,0.6771058076547691,3.0,performance,1,2026-04-16,3.3.0,Live view from the thermostat lags 10 seconds behind real time. Useless for a doorbell. Considering switching apps.
517,R01082,0.6771058076547691,3.0,performance,1,2026-04-16,3.2.0,App startup is so slow now that the smart plug alerts arrive before the app opens.
518,R00694,0.6744423542891169,4.5,login_auth,2,2026-04-09,3.2.1,"Great app when you're in, but I get logged out daily and can't reach my garage sensor. Otherwise I like the app."
519,R00272,0.6743563746650341,4.0,connectivity,1,2026-01-18,3.4.1,The smoke detector works in the old app but this version 3.2.1 can't maintain a connection. Really disappointing.
520,R01033,0.6743235358691099,3.0,battery_drain,2,2026-05-28,3.2.1,This app eats my phone battery alive -- lost 40% overnight with the thermostat idle. Honestly pretty annoyed.
521,R00454,0.6719885376732654,2.0,ui_bug,2,2026-07-10,3.3.0,Toggle switches on the security camera page don't reflect the real state. Confusing. Anyone else seeing this?
522,R01086,0.6718515509604895,2.0,ui_bug,1,2026-06-11,3.4.0,The kitchen plug temperature shows in Fahrenheit even though I set Celsius in settings. Hope this gets fixed soon.
523,R00067,0.6701621636887997,2.0,ui_bug,3,2026-08-16,3.4.1,The smoke detector status card shows yesterday's data until I force-refresh the app. This started after the update.
524,R01061,0.6667560780952342,3.0,performance,1,2026-04-14,3.3.0,Scrolling the kitchen plug event history stutters and freezes the whole app. Support was no help.
525,R00388,0.6641333362723237,4.5,login_auth,2,2026-04-07,3.3.0,Password reset email never comes. Can't access my security camera at all now. Reinstalling didn't help.
526,R00077,0.6615821340126731,2.0,ui_bug,1,2026-06-09,3.2.0,"Huge fan of the product, but the UI on the thermostat page is glitchy and unreadable."
527,R00605,0.6589219650243286,3.0,battery_drain,2,2026-05-25,3.2.0,Battery saver mode does nothing -- the living room bulb stream keeps running in the background.
528,R00754,0.6589037229036478,4.5,login_auth,1,2026-03-08,3.3.0,Biometric login crashes back to the password field on 3.2.1. Anyone else seeing this?
529,R00062,0.6587876419683476,3.0,battery_drain,1,2026-04-26,3.3.2,"Five stars for features, one star for the battery drain -- the garage sensor sync never sleeps."
530,R00745,0.6565064403290513,2.0,ui_bug,1,2026-06-08,3.4.0,"Huge fan of the product, but the UI on the kitchen plug page is glitchy and unreadable. Really disappointing."
531,R00146,0.6552250652079255,5.0,crash,5,2026-07-20,3.3.2,Rotated my phone while on the video doorbell page and the app crashed instantly. Anyone else seeing this?
532,R01140,0.6522542789298591,4.0,connectivity,3,2026-03-21,3.2.0,The smoke detector pairs fine in Bluetooth settings but the app says device not found.
533,R01047,0.6522542789298591,4.0,connectivity,3,2026-03-21,3.3.0,The video doorbell pairs fine in Bluetooth settings but the app says device not found.
534,R00522,0.6522044597808558,4.5,login_auth,3,2026-05-12,3.3.2,Face ID stopped working with the app on 3.2.0. Have to type the password each time. Considering switching apps.
535,R00515,0.6515273482248808,3.0,performance,1,2026-04-11,3.3.2,Every tap has a delay on 3.4.0. The thermostat controls feel like they're on dial-up. Otherwise I like the app.
536,R01150,0.6488501799920017,3.0,battery_drain,2,2026-05-23,3.2.1,Massive battery drain on 3.2.1. Had to uninstall to get through the day.
537,R00712,0.6488501799920017,3.0,battery_drain,2,2026-05-23,3.4.1,"Five stars for the features, but the battery drain from the kitchen plug sync is brutal. Hope this gets fixed soon."
538,R00485,0.643903522392375,4.0,connectivity,1,2026-01-12,3.4.1,Intermittent connectivity: smart plug responds maybe one time out of three. Reinstalling didn't help.
539,R00395,0.643903522392375,4.0,connectivity,1,2026-01-12,3.3.0,"My smart lock shows offline in the app constantly, but my Wi-Fi is fine. Otherwise I like the app."
540,R01124,0.641699403926792,3.0,performance,2,2026-05-08,3.4.0,App startup is so slow now that the video doorbell alerts arrive before the app opens. Reinstalling didn't help.
541,R00856,0.6416426131213563,2.0,ui_bug,2,2026-07-04,3.3.2,Dark mode is broken on the garage sensor page -- white text on a white background.
542,R00278,0.6415118125088148,2.0,ui_bug,1,2026-06-05,3.3.2,Icons for the thermostat are missing -- just empty boxes on 3.3.2.
543,R01042,0.6415118125088148,2.0,ui_bug,1,2026-06-05,3.2.0,Dark mode is broken on the thermostat page -- white text on a white background. Reinstalling didn't help.
544,R00203,0.6402597040359032,5.0,crash,2,2026-01-18,3.4.0,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.4.0. Hope this gets fixed soon.
545,R00535,0.6389634599671008,4.0,connectivity,1,2026-01-11,3.2.1,"My smart plug shows offline in the app constantly, but my Wi-Fi is fine."
546,R01098,0.6353475971808678,5.0,crash,2,2026-01-17,3.4.1,Crashes constantly since the 3.4.0 update. My video doorbell is basically bricked in the app. Support was no help.
547,R00156,0.6318908699959426,3.0,performance,2,2026-05-06,3.3.2,Scrolling the thermostat event history stutters and freezes the whole app. Otherwise I like the app.
548,R01026,0.6292769674415019,4.5,login_auth,2,2026-03-31,3.4.0,The app logs me out every day and I have to sign back in to see my smoke detector.
549,R01074,0.6291967456156331,4.0,connectivity,1,2026-01-09,3.2.1,Intermittent connectivity: thermostat responds maybe one time out of three. Honestly pretty annoyed.
550,R00354,0.6274561175305228,3.0,battery_drain,3,2026-06-25,3.3.2,The widget alone drains my battery keeping the video doorbell status updated. Really disappointing.
551,R00562,0.6270429692853784,3.0,performance,2,2026-05-05,3.4.0,"Love the automations, but the kitchen plug live view buffers constantly. Hope this gets fixed soon."
552,R00771,0.6268596624613096,2.0,ui_bug,1,2026-06-02,3.3.0,The bedroom speaker history graph renders blank after midnight. Graphs worked in the old version.
553,R00268,0.6256361521854427,5.0,crash,4,2026-04-15,3.3.2,The latest update crashes on launch whenever my garage sensor is connected. Anyone else seeing this?
554,R00707,0.6220503614453132,2.0,ui_bug,1,2026-06-01,3.3.2,"Really happy with the garage sensor itself, but the app UI shows the wrong status half the time. Really disappointing."
555,R01117,0.6195793179060463,4.0,connectivity,1,2026-01-07,3.3.2,The thermostat works in the old app but this version 3.4.1 can't maintain a connection. Anyone else seeing this?
556,R01210,0.614904261641536,4.5,login_auth,2,2026-03-28,3.3.0,Password reset email never comes. Can't access my living room bulb at all now.
557,R01121,0.6143987455075807,5.0,crash,3,2026-02-19,3.2.1,App crashes when I try to view the bedroom speaker live feed. Was fine before 3.2.1.
558,R01189,0.6113466027208504,5.0,crash,2,2026-01-12,3.4.1,It crashed twice this week on the smoke detector page. Still better than the competitor's app.
559,R00081,0.6099548184658664,3.0,battery_drain,1,2026-04-16,3.3.2,Battery saver mode does nothing -- the smart lock stream keeps running in the background. Really disappointing.
560,R00250,0.6085282782029793,4.5,login_auth,3,2026-05-03,3.2.0,Can't log in since 3.2.1 -- 'invalid credentials' even though my password is right. Really disappointing.
561,R00373,0.6033022944407522,2.0,ui_bug,2,2026-06-26,3.3.0,The living room bulb temperature shows in Fahrenheit even though I set Celsius in settings.
562,R00849,0.6032326960850127,3.0,performance,1,2026-04-01,3.2.1,Video from the security camera buffers constantly even on fast Wi-Fi. Reinstalling didn't help.
563,R00699,0.6006315083667814,3.0,battery_drain,1,2026-04-14,3.4.0,The app used 25% of my battery in 3 hours just syncing the thermostat. Really disappointing.
564,R01039,0.6003658587662279,5.0,crash,3,2026-02-16,3.3.0,App keeps crashing every time I open the thermostat controls on version 3.2.1. Honestly pretty annoyed.
565,R01133,0.5917207335591341,4.0,connectivity,2,2026-01-30,3.4.1,Firmware update for the smoke detector failed halfway and now the app won't connect at all.
566,R00181,0.5899634899957229,3.0,battery_drain,3,2026-06-17,3.4.1,"Five stars for the features, but the battery drain from the garage sensor sync is brutal. Really disappointing."
567,R00175,0.5894026751364406,2.0,ui_bug,1,2026-05-25,3.4.1,Text is cut off on the kitchen plug details screen on my small phone. Support was no help.
